Fl‰che;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hˆhe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos
77;4;Betula;pendula;;Sand-Birke Weiﬂ-Birke;9;5;120;L;71367;352629
79;7;Sorbus;intermedia;;Schwedische Mehlbeere;10;7;180;L;71243;352482
47;5;Malus;;;Apfel;4;3;50;L;72039;353867
47;9;Prunus;padus;;Traubenkirsche;10;5;120;L;72028;353863
47;21;Prunus;padus;;Traubenkirsche;6;4;150;L;72043;353844
47;25;Prunus;padus;;Traubenkirsche;9;3;75;L;72020;353855
47;27;Prunus;padus;;Traubenkirsche;11;4;60;L;72014;353857
47;28;Aesculus;flava;;Gelbe Kastanie;10;5;150;L;72010;353859
47;34;Aesculus;flava;;Gelbe Kastanie;7;3;140;L;71993;353838
47;35;Betula;pendula;;Sand-Birke Weiﬂ-Birke;22;7;240;L;72017;353823
140;27;Liriodendron;tulpifera;.;Tulpenbaum;4;2;15;L;71776;349056
140;28;Liriodendron;tulpifera;.;Tulpenbaum;5;3;40;L;71768;349046
140;29;Liriodendron;tulpifera;.;Tulpenbaum;5;4;60;L;71762;349037
140;30;Liriodendron;tulpifera;.;Tulpenbaum;10;6;70;L;71757;349028
140;31;Liriodendron;tulpifera;.;Tulpenbaum;6;4;40;L;71751;349018
140;32;Liriodendron;tulpifera;.;Tulpenbaum;3;2;10;L;71746;349008
140;34;Liriodendron;tulpifera;.;Tulpenbaum;12;6;70;L;71740;348993
140;36;Liriodendron;tulpifera;.;Tulpenbaum;12;7;70;L;71734;348977
140;37;Liriodendron;tulpifera;.;Tulpenbaum;14;7;90;L;71731;348967
140;38;Liriodendron;tulpifera;.;Tulpenbaum;12;7;80;L;71730;348958
140;39;Liriodendron;tulpifera;.;Tulpenbaum;12;7;80;L;71728;348950
140;40;Liriodendron;tulpifera;.;Tulpenbaum;12;7;80;L;71725;348937
140;41;Liriodendron;tulpifera;.;Tulpenbaum;12;7;80;L;71724;348931
140;42;Liriodendron;tulpifera;.;Tulpenbaum;12;7;81;L;71722;348923
140;43;Liriodendron;tulpifera;.;Tulpenbaum;12;8;80;L;71720;348914
140;45;Liriodendron;tulpifera;.;Tulpenbaum;12;8;100;L;71714;348885
140;56;Liriodendron;tulpifera;.;Tulpenbaum;8;6;60;L;71680;348770
140;57;Liriodendron;tulpifera;.;Tulpenbaum;8;6;60;L;71676;348764
140;58;Liriodendron;tulpifera;.;Tulpenbaum;10;6;70;L;71671;348757
140;70;Liriodendron;tulpifera;.;Tulpenbaum;12;7;80;L;71685;348748
140;71;Liriodendron;tulpifera;.;Tulpenbaum;12;7;80;L;71687;348754
140;72;Liriodendron;tulpifera;.;Tulpenbaum;5;3;30;L;71698;348770
140;73;Liriodendron;tulpifera;.;Tulpenbaum;5;3;30;L;71701;348776
140;74;Liriodendron;tulpifera;.;Tulpenbaum;5;3;30;L;71704;348783
140;76;Liriodendron;tulpifera;.;Tulpenbaum;5;3;30;L;71725;348860
140;77;Liriodendron;tulpifera;.;Tulpenbaum;7;4;30;L;71726;348865
140;78;Liriodendron;tulpifera;.;Tulpenbaum;7;4;50;L;71728;348872
140;79;Liriodendron;tulpifera;.;Tulpenbaum;5;3;30;L;71730;348882
140;80;Liriodendron;tulpifera;.;Tulpenbaum;4;4;30;L;71731;348888
140;81;Liriodendron;tulpifera;.;Tulpenbaum;8;5;50;L;71732;348895
140;82;Liriodendron;tulpifera;.;Tulpenbaum;8;5;50;L;71733;348901
140;83;Liriodendron;tulpifera;.;Tulpenbaum;5;3;40;L;71734;348908
140;84;Liriodendron;tulpifera;.;Tulpenbaum;10;6;70;L;71735;348913
140;85;Liriodendron;tulpifera;.;Tulpenbaum;4;6;30;L;71737;348919
140;95;Liriodendron;tulpifera;.;Tulpenbaum;5;3;25;L;71768;349017
140;96;Liriodendron;tulpifera;.;Tulpenbaum;4;3;20;L;71777;349031
140;97;Liriodendron;tulpifera;.;Tulpenbaum;5;3;20;L;71784;349041
140;98;Liriodendron;tulpifera;.;Tulpenbaum;8;4;50;L;71796;349056
140;99;Liriodendron;tulpifera;.;Tulpenbaum;8;4;40;L;71799;349060
140;100;Liriodendron;tulpifera;.;Tulpenbaum;9;5;60;L;71806;349068
140;101;Liriodendron;tulpifera;.;Tulpenbaum;5;3;30;L;71810;349072
140;102;Liriodendron;tulpifera;.;Tulpenbaum;5;2;20;L;71812;349073
140;103;Liriodendron;tulpifera;.;Tulpenbaum;7;5;40;L;71815;349077
140;104;Liriodendron;tulpifera;.;Tulpenbaum;5;4;30;L;71819;349080
140;105;Liriodendron;tulpifera;.;Tulpenbaum;5;4;30;L;71822;349083
140;106;Liriodendron;tulpifera;.;Tulpenbaum;6;4;40;L;71826;349087
140;107;Liriodendron;tulpifera;.;Tulpenbaum;4;3;30;L;71831;349091
140;108;Liriodendron;tulpifera;.;Tulpenbaum;4;3;30;L;71837;349095
140;110;Liriodendron;tulpifera;.;Tulpenbaum;5;3;30;L;71871;349116
140;111;Liriodendron;tulpifera;.;Tulpenbaum;8;4;50;L;71877;349118
140;112;Liriodendron;tulpifera;.;Tulpenbaum;5;3;40;L;71886;349122
140;113;Liriodendron;tulpifera;.;Tulpenbaum;7;4;50;L;71904;349130
140;114;Liriodendron;tulpifera;.;Tulpenbaum;7;4;50;L;71912;349132
140;115;Liriodendron;tulpifera;.;Tulpenbaum;7;3;40;L;71923;349135
140;116;Liriodendron;tulpifera;.;Tulpenbaum;5;3;30;L;71931;349136
140;120;Betula;pendula;;Sand-Birke Weiﬂ-Birke;4;3;20;L;71957;349141
140;121;Liriodendron;tulpifera;.;Tulpenbaum;7;4;40;L;71967;349142
140;123;Liriodendron;tulpifera;.;Tulpenbaum;7;4;40;L;71980;349142
140;124;Liriodendron;tulpifera;.;Tulpenbaum;7;3;30;L;71988;349142
140;125;Liriodendron;tulpifera;.;Tulpenbaum;5;2;20;L;71994;349142
140;133;Betula;pendula;;Sand-Birke Weiﬂ-Birke;5;3;30;L;72053;349134
140;134;Liriodendron;tulpifera;.;Tulpenbaum;14;10;180;L;72058;349134
140;135;Betula;pendula;;Sand-Birke Weiﬂ-Birke;14;10;110;L;72072;349131
140;136;Liriodendron;tulpifera;.;Tulpenbaum;4;2;20;L;72079;349130
140;137;Liriodendron;tulpifera;.;Tulpenbaum;8;4;50;L;72095;349128
140;138;Betula;pendula;;Sand-Birke Weiﬂ-Birke;12;12;150;L;72113;349127
140;147;Liriodendron;tulpifera;.;Tulpenbaum;8;5;60;L;72229;349153
140;148;Liriodendron;tulpifera;.;Tulpenbaum;5;2;30;L;72234;349157
140;149;Liriodendron;tulpifera;.;Tulpenbaum;7;4;30;L;72239;349160
140;150;Liriodendron;tulpifera;.;Tulpenbaum;7;4;30;L;72246;349164
140;151;Liriodendron;tulpifera;.;Tulpenbaum;7;4;30;L;72251;349168
300;1;Acer;saccharinum;;Silberahorn;5;2;30;L;73998;345466
300;2;Tilia;platyphyllos;;Sommerlinde;5;1;30;L;73994;345461
300;3;Tilia;platyphyllos;;Sommerlinde;9;5;70;L;74008;345458
300;4;Acer;platanoides;;Spitzahorn;10;11;110;L;74018;345451
300;5;Acer;platanoides;;Spitzahorn;7;2;30;L;74028;345446
300;12;Juglans;nigra;.;Schwarznuss;7;7;60;L;73992;345422
300;13;Castanea;sativa;;Edelkastanie;3;5;30;L;74002;345416
47;3;Robinia;pseudoacacia;;Robinie;8;5;250;L;72061;353846
47;6;Salix;alba;Tristis;Trauerweide;12;5;140;L;72042;353872
47;7;Salix;alba;Tristis;Trauerweide;12;5;160;L;72035;353865
47;10;Prunus;padus;;Traubenkirsche;12;6;180;L;72026;353869
47;15;Prunus;padus;;Traubenkirsche;6;3;60;L;72015;353864
47;16;Salix;alba;Tristis;Trauerweide;10;4;140;L;72029;353851
47;17;Prunus;padus;;Traubenkirsche;9;4;70;L;72049;353855
1193;1;Carpinus;betulus;;Hainbuche;7;3;20;L;71451;355721
140;17;Liriodendron;tulpifera;.;Tulpenbaum;5;4;30;L;71929;349151
140;18;Liriodendron;tulpifera;.;Tulpenbaum;4;3;20;L;71922;349150
140;86;Liriodendron;tulpifera;.;Tulpenbaum;4;6;30;L;71738;348925
140;87;Liriodendron;tulpifera;.;Tulpenbaum;6;6;30;L;71739;348931
140;88;Liriodendron;tulpifera;.;Tulpenbaum;7;5;40;L;71744;348952
140;89;Liriodendron;tulpifera;.;Tulpenbaum;4;3;25;L;71747;348962
140;92;Liriodendron;tulpifera;.;Tulpenbaum;4;3;25;L;71756;348991
140;93;Liriodendron;tulpifera;.;Tulpenbaum;5;4;30;L;71759;348999
140;94;Liriodendron;tulpifera;.;Tulpenbaum;5;3;25;L;71765;349012
140;126;Betula;pendula;Tristis;H‰nge-Birke;12;6;120;L;72000;349141
140;127;Liriodendron;tulpifera;.;Tulpenbaum;9;4;50;L;72012;349140
140;128;Betula;pendula;;Sand-Birke Weiﬂ-Birke;9;4;50;L;72021;349139
140;129;Betula;pendula;;Sand-Birke Weiﬂ-Birke;9;4;50;L;72030;349137
140;130;Liriodendron;tulpifera;.;Tulpenbaum;5;3;30;L;72036;349136
140;131;Liriodendron;tulpifera;.;Tulpenbaum;5;3;30;L;72043;349135
140;132;Betula;pendula;;Sand-Birke Weiﬂ-Birke;5;3;30;L;72049;349135
300;20;Prunus;domestica;.;Zwetsche;7;6;80;L;74030;345356
300;24;Juglans;regia;.;Walnuﬂ;19;13;150;L;74058;345346
300;26;Quercus;robur;.;Stieleiche;12;5;110;L;74040;345346
300;27;Picea;abies;;Gemeine Fichte;21;4;90;N;74045;345343
300;29;Picea;abies;;Gemeine Fichte;17;8;110;N;74057;345334
300;37;Sorbus;intermedia;;Schwedische Mehlbeere;17;11;140;L;74073;345363
300;38;Prunus;serrula;;Tibetkirsche - weiﬂ;4;12;60;L;74073;345368
300;39;Magnolia;kobus;;Baummagnolie - weiﬂ;17;11;120;L;74071;345382
300;44;Juglans;regia;.;Walnuﬂ;16;12;140;L;74088;345409
300;46;Castanea;sativa;;Edelkastanie;5;3;80;L;74090;345392
300;47;Malus;domestica;.;Apfelbaum;5;8;80;L;74094;345387
205;11;Malus;sargentii;;Kleinfr¸chiger Zier Apfel;5;8;330;L;70898;348282
205;12;Picea;abies;;Gemeine Fichte;14;4;110;N;70898;348278
205;13;Picea;abies;;Gemeine Fichte;14;6;110;N;70896;348273
302;1;Aesculus;hippocastanum;;Roﬂkastanie;20;10;190;L;72702;346880
205;15;Picea;abies;;Gemeine Fichte;12;4;110;N;70894;348279
302;2;Aesculus;hippocastanum;;Roﬂkastanie;21;14;235;L;72697;346877
205;16;Picea;abies;;Gemeine Fichte;16;4;110;N;70890;348276
205;17;Tilia;cordata;;Winterlinde;16;12;150;L;70894;348265
205;18;Tilia;cordata;;Winterlinde;14;10;120;L;70899;348268
302;4;Aesculus;hippocastanum;;Roﬂkastanie;22;15;253;L;72685;346871
205;20;Acer;platanoides;;Spitzahorn;16;10;180;L;70895;348249
302;5;Aesculus;hippocastanum;;Roﬂkastanie;22;14;240;L;72676;346867
205;24;Pinus;nigra;austriaca;÷sterreichische Schwarz-Kiefer;14;10;140;N;70880;348267
205;26;Pinus;nigra;austriaca;÷sterreichische Schwarz-Kiefer;18;9;130;N;70874;348261
204;9;Aesculus;hippocastanum;;Roﬂkastanie;12;5;180;L;71780;348907
302;12;Aesculus;hippocastanum;;Roﬂkastanie;18;10;230;L;72661;346895
204;10;Aesculus;hippocastanum;;Roﬂkastanie;12;6;170;L;71783;348914
302;14;Aesculus;hippocastanum;;Roﬂkastanie;20;11;240;L;72644;346887
204;14;Tsuga;canadensis;;Hemlocktanne;8;5;90;N;71779;348928
204;23;Aesculus;hippocastanum;;Roﬂkastanie;10;6;200;L;71742;348906
873;9;Fagus;sylvatica;.;Rotbuche;1;1;1;L;72791;346681
873;10;Acer;campestre;;Feldahorn;10;5;52;L;72799;346674
523;47;nicht bestimmt;nicht bestimmt;.;nicht bestimmt;9;6;95;L;70780;353559
204;28;Abies;alba;;Weiﬂtanne;6;4;70;N;71737;348884
523;48;nicht bestimmt;nicht bestimmt;.;nicht bestimmt;10;5;95;L;70784;353565
204;29;Abies;alba;;Weiﬂtanne;6;4;70;N;71744;348881
204;30;Prunus;serrula;;Tibetkirsche - weiﬂ;6;5;160;L;71738;348879
523;49;Acer;platanoides;;Spitzahorn;8;6;75;L;70788;353569
523;50;Tilia;;;Linde;6;5;70;L;70790;353574
204;31;Pinus;wallichiana;;Tr‰nen Kiefer;12;6;180;N;71738;348852
204;32;Aesculus;hippocastanum;;Roﬂkastanie;8;6;200;L;71729;348846
204;37;Abies;alba;;Weiﬂtanne;12;4;110;N;71740;348843
204;38;Tilia;cordata;;Winterlinde;8;6;130;L;71747;348831
204;39;Sorbus;aucuparia;.;Eberesche;8;4;90;L;71752;348830
523;55;Acer;negundo;;Eschahorn;10;8;100;L;70694;353636
204;40;Sorbus;aucuparia;.;Eberesche;5;2;50;L;71753;348834
523;56;Fraxinus;excelsior;;Gemeine Esche;7;6;90;L;70670;353598
204;41;Betula;pendula;;Sand-Birke Weiﬂ-Birke;10;6;140;L;71770;348864
204;42;Acer;saccharinum;Born¥s Gracious;Geschlitzter Silberahorn;16;8;310;L;71765;348895
204;43;Acer;saccharinum;Born¥s Gracious;Geschlitzter Silberahorn;20;10;280;L;71760;348906
565;1;Cercidiphyllum;japonicum;.;Japanischer Katsurabaum;9;6;1;L;70534;353620
204;44;Cercis;siliquastrum;;Gemeiner Judasbaum;6;6;40;L;71788;348842
565;2;Cercidiphyllum;japonicum;.;Japanischer Katsurabaum;9;5;1;L;70536;353616
565;3;Cercidiphyllum;japonicum;.;Japanischer Katsurabaum;9;6;1;L;70532;353617
565;15;Picea;;;Fichte;11;3;75;N;70514;353598
204;60;Acer;palmatum;;Japanischer F‰cherahorn;5;5;60;L;71852;348839
565;16;Picea;;;Fichte;15;4;110;N;70511;353595
565;17;Picea;;;Fichte;16;4;100;N;70515;353595
204;63;Aesculus;hippocastanum;;Roﬂkastanie;4;3;30;L;71856;348843
565;18;Picea;;;Fichte;14;6;110;N;70516;353591
204;64;Acer;circinatum;;Streifenahorn;5;4;50;L;71850;348843
565;19;Picea;;;Fichte;17;4;105;N;70519;353593
204;65;Aesculus;hippocastanum;;Roﬂkastanie;4;3;30;L;71861;348844
565;20;Cercidiphyllum;japonicum;.;Japanischer Katsurabaum;8;6;1;L;70520;353590
204;69;Acer;davidii;ssp. grosseri;Grossers Schlangenhautahorn;5;4;100;L;71857;348853
204;70;Picea;abies;;Gemeine Fichte;6;4;60;N;71826;348907
204;71;Picea;abies;;Gemeine Fichte;6;4;70;N;71825;348901
204;72;Picea;abies;;Gemeine Fichte;5;4;80;N;71829;348902
373;2;Acer;;;Ahorn;10;10;1;L;72336;351812
203;12;Tilia;cordata;;Winterlinde;18;14;220;L;70964;348619
203;16;Betula;pendula;;Sand-Birke Weiﬂ-Birke;16;4;70;L;70951;348603
203;18;Crataegus;monogyna;;Eingriffliger Weiﬂdorn;5;3;50;L;70949;348721
203;23;Betula;pendula;;Sand-Birke Weiﬂ-Birke;18;12;160;L;70998;348740
824;199;Quercus;.;.;Eiche;5;1;17;L;76363;347479
504;2;Tilia;cordata;;Winterlinde;5;6;160;L;70152;352032
504;3;Tilia;cordata;;Winterlinde;5;6;160;L;70147;352040
504;4;Tilia;cordata;;Winterlinde;5;2;25;L;70135;352058
504;5;Tilia;cordata;;Winterlinde;5;6;160;L;70131;352065
504;8;Tilia;cordata;;Winterlinde;7;5;110;L;70112;352094
511;1;Betula;pendula;;Sand-Birke Weiﬂ-Birke;12;4;45;L;69846;351930
500;1;Quercus;macranthera;.;Persische Eiche;4;3;20;L;69812;351792
500;2;Quercus;robur;.;Stieleiche;8;7;65;L;69875;351810
500;3;Quercus;.;.;Eiche;10;7;75;L;69882;351812
500;4;Quercus;.;.;Eiche;9;7;65;L;69888;351814
500;5;Quercus;.;.;Eiche;6;2;25;L;69943;351830
500;6;Quercus;.;.;Eiche;4;3;25;L;69954;351833
500;12;Quercus;robur;.;Stieleiche;9;7;65;L;70114;351879
500;14;Quercus;.;.;Eiche;5;2;25;L;70201;351905
500;15;Quercus;.;.;Eiche;5;2;25;L;70229;351913
824;202;Robinia;;;Robinie;7;3;35;L;76343;347456
824;213;Platanus;;;Platane;8;3;32;L;76292;347455
824;215;Platanus;;;Platane;7;3;31;L;76274;347443
824;216;Acer;;;Ahorn;6;2;40;L;76300;347461
824;217;Prunus;Hypride;.;Zierkirsche;2;1;23;L;76266;347439
824;230;Tilia;;;Linde;5;2;24;L;76226;347473
51;37;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;10;8;41;L;71718;352704
51;38;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;22;11;137;L;71720;352697
824;231;Acer;;;Ahorn;5;1;26;L;76242;347478
824;232;Fraxinus;;;Esche;5;1;22;L;76249;347479
51;39;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;10;190;L;71723;352687
824;233;Fagus;.;.;Buche;3;1;22;L;76245;347484
824;234;Fraxinus;;;Esche;5;1;18;L;76239;347487
824;235;Acer;;;Ahorn;6;2;25;L;76228;347486
824;236;Acer;;;Ahorn;5;1;25;L;76233;347495
824;237;Tilia;;;Linde;4;1;21;L;76225;347499
824;238;Acer;;;Ahorn;5;2;22;L;76216;347506
824;239;Acer;;;Ahorn;5;1;28;L;76210;347503
824;241;Acer;;;Ahorn;6;2;25;L;76201;347500
824;242;Tilia;;;Linde;5;1;24;L;76205;347506
824;243;Acer;;;Ahorn;6;2;36;L;76209;347515
824;244;Acer;;;Ahorn;4;1;15;L;76192;347514
824;245;Acer;;;Ahorn;6;1;22;L;76175;347514
824;246;Fraxinus;;;Esche;6;1;19;L;76171;347520
824;247;Acer;;;Ahorn;5;1;18;L;76170;347522
824;248;Acer;;;Ahorn;5;2;36;L;76167;347521
824;249;Acer;;;Ahorn;6;2;27;L;76164;347518
51;42;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;12;197;L;71726;352668
824;250;Tilia;;;Linde;6;2;28;L;76164;347512
51;43;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;11;138;L;71727;352658
824;251;juglans;.;.;Nuﬂ;3;1;21;L;76202;347470
824;252;juglans;.;.;Nuﬂ;3;1;19;L;76236;347449
824;253;Tilia;;;Linde;2;1;26;L;76242;347436
824;254;Tilia;;;Linde;5;1;17;L;76247;347433
824;255;Acer;;;Ahorn;2;1;27;L;76251;347434
824;256;Tilia;;;Linde;2;1;29;L;76256;347435
824;257;Fagus;.;.;Buche;2;1;17;L;76248;347429
824;258;Tilia;;;Linde;4;1;14;L;76253;347429
824;259;Fagus;.;.;Buche;2;1;26;L;76258;347429
824;260;juglans;.;.;Nuﬂ;3;1;15;L;76262;347425
99;3;Fagus;sylvatica;.;Rotbuche;10;10;179;L;71309;354137
312;21;Fraxinus;ornus;;Blumenesche;6;3;42;L;71683;352132
347;6;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;15;13;217;L;72377;351476
1067;001e;Abies;.;.;Tanne;16;3;90;N;70267;351257
312;22;Carpinus;betulus;;Hainbuche;10;4;40;L;71681;352120
312;23;Carpinus;betulus;;Hainbuche;10;4;42;L;71677;352118
498;1;Tilia;cordata;;Winterlinde;7;4;40;L;69749;351917
472;1;Aesculus;hippocastanum;;Roﬂkastanie;5;2;30;L;70343;352054
472;4;Acer;platanoides;;Spitzahorn;18;20;290;L;70355;352065
474;3;Malus;Zierform;.;Zierapfel;7;8;1;L;70318;351949
477;5;Betula;pendula;;Sand-Birke Weiﬂ-Birke;13;6;110;L;70107;352167
477;7;Tilia;;;Linde;9;9;90;L;70129;352160
477;8;Tilia;;;Linde;9;9;80;L;70124;352157
489;6;Tilia;cordata;;Winterlinde;25;14;280;L;69565;352016
489;7;Tilia;cordata;;Winterlinde;25;12;280;L;69552;352016
489;8;Tilia;cordata;;Winterlinde;22;12;160;L;69493;352012
489;13;Tilia;cordata;;Winterlinde;22;9;170;L;69438;351981
489;14;Tilia;cordata;;Winterlinde;22;10;110;L;69428;351974
489;15;Tilia;cordata;;Winterlinde;23;10;220;L;69418;351967
489;16;Tilia;cordata;;Winterlinde;22;12;150;L;69407;351958
489;17;Tilia;cordata;;Winterlinde;25;10;230;L;69398;351951
489;18;Tilia;cordata;;Winterlinde;24;9;230;L;69389;351942
489;26;Betula;pendula;;Sand-Birke Weiﬂ-Birke;18;5;125;L;69336;351825
489;27;Quercus;rubra;.;Roteiche;18;16;260;L;69334;351823
489;52;Tilia;;;Linde;25;15;190;L;69459;351974
489;64;Fagus;sylvatica;.;Rotbuche;17;15;250;L;69691;352011
489;65;Fagus;sylvatica;.;Rotbuche;17;14;245;L;69705;352007
489;69;Tilia;;;Linde;9;8;85;L;69740;352005
702;75;Taxus;baccata;;Gemeine Eibe;6;5;110;N;70821;351821
702;76;Taxus;baccata;;Gemeine Eibe;5;4;160;N;70820;351825
702;77;Taxus;baccata;;Gemeine Eibe;9;4;110;N;70767;351816
464;13;Carpinus;betulus;;Hainbuche;7;4;44;L;74887;345345
464;14;Juglans;regia;.;Walnuﬂ;14;6;40;L;74898;345357
464;15;Prunus;;;Kirsche;9;4;56;L;74905;345370
464;16;Carpinus;betulus;;Hainbuche;8;4;47;L;74905;345374
464;17;Carpinus;betulus;;Hainbuche;8;4;48;L;74909;345378
456;7;Acer;;;Ahorn;7;7;63;L;74783;345343
334;3;Carpinus;betulus;;Hainbuche;8;3;51;L;71821;351443
457;4;Tilia;cordata;;Winterlinde;8;5;50;L;74719;345327
457;6;Tilia;cordata;;Winterlinde;8;4;48;L;74702;345289
457;7;Tilia;cordata;;Winterlinde;7;3;47;L;74689;345268
460;2;Pinus;nigra;nigra;Schwarzkiefer;16;12;140;N;74204;345371
460;11;Malus;;;Apfel;9;9;140;L;74230;345385
460;15;Malus;Zierform;.;Zierapfel;5;10;100;L;74239;345369
460;22;Prunus;Zierform;.;Zierkirsche;8;7;90;L;74264;345318
569;7;Tilia;cordata;;Winterlinde;4;3;40;L;69883;353505
460;59;Sorbus;aucuparia;.;Eberesche;15;7;220;L;74242;345252
603;18;nicht bestimmt;nicht bestimmt;.;nicht bestimmt;5;6;80;L;69070;352916
820;11;Tilia;cordata;;Winterlinde;10;5;120;L;71104;348768
820;13;Tilia;cordata;;Winterlinde;10;6;140;L;71125;348768
569;8;Tilia;cordata;;Winterlinde;18;14;240;L;69895;353504
569;11;Tilia;cordata;;Winterlinde;18;10;230;L;69884;353527
569;12;Tilia;cordata;;Winterlinde;18;8;240;L;69896;353528
569;16;Tilia;cordata;;Winterlinde;6;3;40;L;69897;353551
569;17;Tilia;cordata;;Winterlinde;18;12;170;L;69898;353562
569;18;Tilia;cordata;;Winterlinde;16;8;190;L;69886;353559
51;12;Quercus;.;.;Eiche;12;9;126;L;71618;352939
516;6;Betula;pendula;;Sand-Birke Weiﬂ-Birke;17;10;170;L;69815;351861
516;8;Juglans;regia;.;Walnuﬂ;15;12;170;L;69793;351894
516;14;Thuja;occidentalis;;Lebensbaum;10;3;70;N;69827;351924
458;23;Quercus;robur;.;Stieleiche;15;12;130;L;76858;345644
88;6;Prunus;serrulata;.;Zierkirsche;6;8;135;L;71586;352863
88;11;Tilia;cordata;;Winterlinde;7;4;30;L;71615;352852
245;10;Fraxinus;excelsior;;Gemeine Esche;16;8;80;L;73292;346498
245;12;Fraxinus;excelsior;;Gemeine Esche;19;8;140;L;73302;346490
707;49;Quercus;rubra;.;Roteiche;12;8;150;L;72148;350125
707;50;Sophora;japonica;;Japanischer-Schnurbaum;13;7;92;L;72151;350130
707;52;Sophora;japonica;;Japanischer-Schnurbaum;12;9;118;L;72148;350142
702;5;Acer;pseudoplatanus;;Bergahorn;3;2;20;L;70781;351832
702;54;Fraxinus;excelsior;;Gemeine Esche;9;8;135;L;70766;351700
329;3;Tilia;;;Linde;15;6;150;L;71785;351914
329;4;Tilia;cordata;;Winterlinde;15;6;90;L;71772;351909
329;5;Acer;platanoides;;Spitzahorn;12;8;150;L;71766;351911
497;3;Tilia;cordata;;Winterlinde;5;5;150;L;69902;352006
506;3;Tilia;platyphyllos;;Sommerlinde;10;10;160;L;69794;351981
1060;110;Populus;tremula;¥Erecta`;S‰ulen Zitterpappel;5;1;20;L;71438;348851
1060;156;Sophora;japonica;;Japanischer-Schnurbaum;5;2;30;L;71446;348808
1060;157;Sophora;japonica;;Japanischer-Schnurbaum;5;2;30;L;71446;348801
934;138a;Platanus;;;Platane;3;2;38;L;76359;346880
934;139a;Platanus;;;Platane;3;2;37;L;76354;346880
506;23;Quercus;robur;.;Stieleiche;8;3;50;L;70200;351982
504;6;Tilia;cordata;;Winterlinde;6;6;100;L;70121;352079
504;7;Tilia;cordata;;Winterlinde;5;7;160;L;70116;352086
934;140a;Platanus;;;Platane;3;2;40;L;76348;346879
350;29;Picea;;;Fichte;16;3;92;N;71925;351550
934;142a;Platanus;;;Platane;3;2;35;L;76354;346874
934;143a;Platanus;;;Platane;3;2;35;L;76360;346874
51;24;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;17;245;L;71689;352813
934;144a;Platanus;;;Platane;3;2;36;L;76360;346868
934;0145a;Platanus;;;Platane;3;2;31;L;76354;346867
934;146a;Platanus;;;Platane;3;2;32;L;76349;346868
934;147a;Acer;;;Ahorn;6;1;24;L;76408;346990
934;148a;Tilia;;;Linde;6;1;20;L;76410;346976
934;149a;Acer;;;Ahorn;4;1;15;L;76412;346965
934;150a;Tilia;;;Linde;6;1;19;L;76404;346925
934;151a;Tilia;;;Linde;6;2;22;L;76405;346919
934;152a;Acer;;;Ahorn;3;1;14;L;76412;346917
79;9;Sorbus;intermedia;;Schwedische Mehlbeere;5;2;10;L;71233;352482
79;10;Sorbus;intermedia;;Schwedische Mehlbeere;5;2;10;L;71220;352482
79;11;Sorbus;intermedia;;Schwedische Mehlbeere;5;2;10;L;71207;352481
79;12;Sorbus;intermedia;;Schwedische Mehlbeere;5;2;10;L;71194;352481
92;004a;Picea;abies;;Gemeine Fichte;25;9;118;N;72569;353090
143;8;Picea;abies;;Gemeine Fichte;8;3;50;N;70344;348067
143;9;Picea;abies;;Gemeine Fichte;8;3;50;N;70344;348066
143;10;Picea;abies;;Gemeine Fichte;8;3;50;N;70345;348065
498;2;Tilia;cordata;;Winterlinde;8;4;40;L;69740;351915
498;3;Tilia;cordata;;Winterlinde;7;4;40;L;69731;351913
498;9;Tilia;cordata;;Winterlinde;8;5;40;L;69645;351892
498;10;Tilia;cordata;;Winterlinde;8;4;40;L;69636;351888
498;11;Tilia;cordata;;Winterlinde;8;5;40;L;69626;351884
472;2;Aesculus;hippocastanum;;Roﬂkastanie;5;1;30;L;70347;352059
472;3;Fraxinus;excelsior;;Gemeine Esche;19;16;1;L;70351;352063
472;5;Acer;campestre;;Feldahorn;18;12;240;L;70360;352072
477;3;Tilia;;;Linde;8;7;50;L;70101;352158
477;6;Acer;;;Ahorn;11;7;80;L;70129;352179
489;2;Tilia;cordata;;Winterlinde;22;12;240;L;69674;352010
489;3;Tilia;cordata;;Winterlinde;22;11;165;L;69662;352013
489;19;Tilia;cordata;;Winterlinde;20;8;105;L;69381;351933
489;22;Tilia;cordata;;Winterlinde;24;10;230;L;69368;351898
489;24;Tilia;cordata;;Winterlinde;22;12;210;L;69364;351874
489;28;Fagus;sylvatica;.;Rotbuche;22;15;350;L;69330;351797
489;46;Acer;platanoides;;Spitzahorn;22;17;280;L;69415;351952
489;63;Quercus;rubra;.;Roteiche;8;5;40;L;69329;351779
702;78;Taxus;baccata;;Gemeine Eibe;6;5;110;N;70769;351813
