Fläche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Höhe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;Kategorie;Reifvon;Reifbis
824;64;Prunus;padus;;Traubenkirsche;6;1;18;L;76544;347075;Kirsche;01/07;31/08
824;65;Prunus;padus;;Traubenkirsche;6;1;22;L;76540;347069;Kirsche;01/07;31/08
824;66;Prunus;padus;;Traubenkirsche;5;1;18;L;76535;347062;Kirsche;01/07;31/08
824;89;Prunus;padus;;Traubenkirsche;6;1;23;L;76503;347332;Kirsche;01/07;31/08
824;87;Prunus;padus;;Traubenkirsche;6;1;25;L;76503;347339;Kirsche;01/07;31/08
824;121;Prunus;padus;;Traubenkirsche;5;2;22;L;76525;347319;Kirsche;01/07;31/08
824;122;Prunus;padus;;Traubenkirsche;6;2;26;L;76521;347324;Kirsche;01/07;31/08
824;122a;Prunus;padus;;Traubenkirsche;6;2;26;L;76521;347324;Kirsche;01/07;31/08
824;123;Prunus;padus;;Traubenkirsche;3;1;18;L;76517;347334;Kirsche;01/07;31/08
1068;33;Prunus;padus;;Traubenkirsche;16;5;130;L;70318;351196;Kirsche;01/07;31/08
683;73;Prunus;padus;;Traubenkirsche;23;13;1;L;72107;355448;Kirsche;01/07;31/08
683;74;Prunus;padus;;Traubenkirsche;23;10;1;L;72109;355448;Kirsche;01/07;31/08
683;76;Prunus;padus;;Traubenkirsche;9;7;1;L;72115;355446;Kirsche;01/07;31/08
623;3;Prunus;padus;;Traubenkirsche;12;5;35;L;72110;355640;Kirsche;01/07;31/08
683;48;Prunus;padus;;Traubenkirsche;15;7;2;L;72008;355440;Kirsche;01/07;31/08
683;49;Prunus;padus;;Traubenkirsche;20;11;125;L;72012;355440;Kirsche;01/07;31/08
683;50;Prunus;padus;;Traubenkirsche;17;13;10;L;72016;355440;Kirsche;01/07;31/08
683;52;Prunus;padus;;Traubenkirsche;21;10;1;L;72014;355441;Kirsche;01/07;31/08
824;69;Prunus;padus;;Traubenkirsche;5;2;28;L;76568;347228;Kirsche;01/07;31/08
824;70;Prunus;padus;;Traubenkirsche;6;2;23;L;76564;347235;Kirsche;01/07;31/08
824;71;Prunus;padus;;Traubenkirsche;5;2;26;L;76561;347241;Kirsche;01/07;31/08
623;69;Prunus;padus;;Traubenkirsche;15;12;1;L;72061;355587;Kirsche;01/07;31/08
138;29;Prunus;padus;;Traubenkirsche;8;6;170;L;71546;349321;Kirsche;01/07;31/08
138;33;Prunus;padus;;Traubenkirsche;8;4;80;L;71547;349325;Kirsche;01/07;31/08
559;3;Prunus;padus;;Traubenkirsche;6;4;56;L;71451;354008;Kirsche;01/07;31/08
559;51;Prunus;padus;;Traubenkirsche;8;4;47;L;71394;353844;Kirsche;01/07;31/08
1060;87;Prunus;padus;;Traubenkirsche;4;2;25;L;71428;348922;Kirsche;01/07;31/08
1060;98;Prunus;padus;;Traubenkirsche;4;2;30;L;71427;348895;Kirsche;01/07;31/08
138;38;Prunus;padus;;Traubenkirsche;8;3;50;L;71583;349342;Kirsche;01/07;31/08
138;39;Prunus;padus;;Traubenkirsche;8;4;80;L;71586;349344;Kirsche;01/07;31/08
138;45;Prunus;padus;;Traubenkirsche;10;5;50;L;71598;349352;Kirsche;01/07;31/08
138;46;Prunus;padus;;Traubenkirsche;10;5;50;L;71596;349346;Kirsche;01/07;31/08
138;27;Prunus;padus;;Traubenkirsche;7;5;170;L;71550;349309;Kirsche;01/07;31/08
138;28;Prunus;padus;;Traubenkirsche;7;4;80;L;71546;349314;Kirsche;01/07;31/08
138;41;Prunus;padus;;Traubenkirsche;10;5;80;L;71589;349352;Kirsche;01/07;31/08
138;42;Prunus;padus;;Traubenkirsche;10;4;60;L;71592;349353;Kirsche;01/07;31/08
138;43;Prunus;padus;;Traubenkirsche;10;4;70;L;71594;349353;Kirsche;01/07;31/08
138;44;Prunus;padus;;Traubenkirsche;10;5;70;L;71593;349350;Kirsche;01/07;31/08
460;50;Prunus;padus;;Traubenkirsche;4;4;44;L;74275;345186;Kirsche;01/07;31/08
824;78;Prunus;padus;;Traubenkirsche;6;1;29;L;76530;347297;Kirsche;01/07;31/08
824;79;Prunus;padus;;Traubenkirsche;5;1;23;L;76527;347305;Kirsche;01/07;31/08
824;80;Prunus;padus;;Traubenkirsche;5;1;20;L;76523;347310;Kirsche;01/07;31/08
824;81;Prunus;padus;;Traubenkirsche;5;1;18;L;76521;347314;Kirsche;01/07;31/08
824;82;Prunus;padus;;Traubenkirsche;6;1;19;L;76513;347315;Kirsche;01/07;31/08
824;83;Prunus;padus;;Traubenkirsche;4;2;18;L;76516;347321;Kirsche;01/07;31/08
824;84;Prunus;padus;;Traubenkirsche;5;1;19;L;76509;347324;Kirsche;01/07;31/08
824;85;Prunus;padus;;Traubenkirsche;5;1;17;L;76510;347330;Kirsche;01/07;31/08
824;196;Prunus;padus;;Traubenkirsche;5;2;19;L;76394;347439;Kirsche;01/07;31/08
824;197;Prunus;padus;;Traubenkirsche;6;1;19;L;76393;347431;Kirsche;01/07;31/08
824;198;Prunus;padus;;Traubenkirsche;6;2;22;L;76392;347423;Kirsche;01/07;31/08
1060;613;Prunus;padus;;Traubenkirsche;12;8;80;L;71472;348351;Kirsche;01/07;31/08
20;13;Prunus;padus;;Traubenkirsche;21;7;120;L;70650;350776;Kirsche;01/07;31/08
21;23;Prunus;padus;;Traubenkirsche;15;8;147;L;70792;350683;Kirsche;01/07;31/08
21;79;Prunus;padus;;Traubenkirsche;20;9;166;L;70787;350775;Kirsche;01/07;31/08
21;86;Prunus;padus;;Traubenkirsche;9;3;67;L;70811;350764;Kirsche;01/07;31/08
21;87;Prunus;padus;;Traubenkirsche;11;4;125;L;70811;350758;Kirsche;01/07;31/08
20;97;Prunus;padus;;Traubenkirsche;6;3;50;L;70644;350653;Kirsche;01/07;31/08
20;98;Prunus;padus;;Traubenkirsche;6;4;105;L;70653;350660;Kirsche;01/07;31/08
21;46;Prunus;padus;;Traubenkirsche;26;6;118;L;70756;350749;Kirsche;01/07;31/08
1276;4;Prunus;padus;;Traubenkirsche;26;4;145;L;70660;350679;Kirsche;01/07;31/08
461;4;Prunus;;;Kirsche;8;10;140;L;76717;346493;Kirsche;15/05;31/08
458;3;Prunus;;;Kirsche;7;6;80;L;76840;345563;Kirsche;15/05;31/08
373;16;Prunus;;;Kirsche;7;14;135;L;72329;351864;Kirsche;15/05;31/08
464;3;Prunus;;;Kirsche;5;4;53;L;74866;345348;Kirsche;15/05;31/08
368;32;Prunus;;;Kirsche;3;1;30;L;71919;351898;Kirsche;15/05;31/08
461;3;Prunus;;;Kirsche;9;2;48;L;76698;346485;Kirsche;15/05;31/08
464;1;Prunus;;;Kirsche;5;3;52;L;74862;345336;Kirsche;15/05;31/08
464;2;Prunus;;;Kirsche;4;4;53;L;74864;345342;Kirsche;15/05;31/08
640;5;Prunus;;;Kirsche;7;6;59;L;70370;355852;Kirsche;15/05;31/08
311;5;Prunus;;;Kirsche;12;12;204;L;72378;351891;Kirsche;15/05;31/08
950;2;Prunus;;;Kirsche;5;2;21;L;76096;346922;Kirsche;15/05;31/08
1095;4;Prunus;;;Kirsche;6;2;27;L;76556;347039;Kirsche;15/05;31/08
1095;5;Prunus;;;Kirsche;6;2;27;L;76552;347044;Kirsche;15/05;31/08
1095;7;Prunus;;;Kirsche;6;2;25;L;76561;347042;Kirsche;15/05;31/08
1095;10;Prunus;;;Kirsche;6;2;27;L;76567;347049;Kirsche;15/05;31/08
688;6;Prunus;;;Kirsche;7;5;75;L;71285;354290;Kirsche;15/05;31/08
578;6;Prunus;;;Kirsche;5;1;35;L;70404;353194;Kirsche;15/05;31/08
617;9;Prunus;;;Kirsche;5;6;125;L;70452;353717;Kirsche;15/05;31/08
611;32;Prunus;;;Kirsche;1;1;15;L;70276;354047;Kirsche;15/05;31/08
934;051a;Prunus;;;Kirsche;5;1;14;L;76389;346763;Kirsche;15/05;31/08
578;5;Prunus;;;Kirsche;6;2;35;L;70409;353181;Kirsche;15/05;31/08
934;054a;Prunus;;;Kirsche;4;1;15;L;76396;346768;Kirsche;15/05;31/08
464;15;Prunus;;;Kirsche;9;4;56;L;74905;345370;Kirsche;15/05;31/08
477;1;Prunus;;;Kirsche;9;8;140;L;70079;352141;Kirsche;15/05;31/08
82;4;Prunus;;;Kirsche;6;4;35;L;71133;352619;Kirsche;15/05;31/08
333;3;Prunus;;;Kirsche;6;3;75;L;73013;351433;Kirsche;15/05;31/08
787;5;Prunus;;;Kirsche;12;11;163;L;71602;352789;Kirsche;15/05;31/08
75;1;Prunus;;;Kirsche;11;1;54;L;71430;352801;Kirsche;15/05;31/08
82;5;Prunus;;;Kirsche;5;4;47;L;71138;352621;Kirsche;15/05;31/08
82;18;Prunus;;;Kirsche;6;11;165;L;71207;352596;Kirsche;15/05;31/08
485;20;Prunus;;;Kirsche;4;6;1;L;70335;352325;Kirsche;15/05;31/08
485;21;Prunus;;;Kirsche;8;7;1;L;70341;352316;Kirsche;15/05;31/08
485;26;Prunus;;;Kirsche;10;6;1;L;70358;352290;Kirsche;15/05;31/08
686;4;Prunus;;;Kirsche;5;2;26;L;72112;355599;Kirsche;15/05;31/08
182;1;Prunus;;;Kirsche;6;3;40;L;71130;347985;Kirsche;15/05;31/08
182;2;Prunus;;;Kirsche;12;7;150;L;71135;347978;Kirsche;15/05;31/08
182;7;Prunus;;;Kirsche;12;8;130;L;71164;347936;Kirsche;15/05;31/08
423;37;Prunus;;;Kirsche;7;8;130;L;70637;345907;Kirsche;15/05;31/08
423;31;Prunus;;;Kirsche;5;2;40;L;70710;345963;Kirsche;15/05;31/08
384;005c;Prunus;;;Kirsche;4;2;50;L;70907;346362;Kirsche;15/05;31/08
385;89;Prunus;;;Kirsche;3;1;20;L;70953;346668;Kirsche;15/05;31/08
426;31;Prunus;;;Kirsche;6;3;70;L;71477;346386;Kirsche;15/05;31/08
421;64;Prunus;;;Kirsche;10;6;130;L;71471;346318;Kirsche;15/05;31/08
422;77;Prunus;;;Kirsche;8;9;1;L;71565;346164;Kirsche;15/05;31/08
65;213;Prunus;;;Kirsche;6;4;30;L;71164;352864;Kirsche;15/05;31/08
65;212;Prunus;;;Kirsche;6;3;30;L;71165;352860;Kirsche;15/05;31/08
65;211;Prunus;;;Kirsche;5;3;21;L;71170;352863;Kirsche;15/05;31/08
480;5;Prunus;;;Kirsche;6;5;60;L;70394;352202;Kirsche;15/05;31/08
480;6;Prunus;;;Kirsche;12;7;70;L;70386;352201;Kirsche;15/05;31/08
480;8;Prunus;;;Kirsche;1;1;1;L;70399;352200;Kirsche;15/05;31/08
480;10;Prunus;;;Kirsche;12;8;90;L;70396;352191;Kirsche;15/05;31/08
934;128a;Prunus;;;Kirsche;6;1;23;L;76343;346924;Kirsche;15/05;31/08
608;067a;Prunus;;;Kirsche;9;4;42;L;70435;354912;Kirsche;15/05;31/08
566;16;Prunus;;;Kirsche;3;2;1;L;70596;353601;Kirsche;15/05;31/08
543;13;Prunus;;;Kirsche;6;4;65;L;70115;352651;Kirsche;15/05;31/08
543;15;Prunus;;;Kirsche;6;4;50;L;70102;352654;Kirsche;15/05;31/08
575;17;Prunus;;;Kirsche;1;6;100;L;70819;353876;Kirsche;15/05;31/08
593;12;Prunus;;;Kirsche;1;11;185;L;71053;353854;Kirsche;15/05;31/08
315;49;Prunus;;;Kirsche;4;1;75;L;71338;351826;Kirsche;15/05;31/08
890;27;Prunus;;;Kirsche;20;6;100;L;74696;345625;Kirsche;15/05;31/08
1100;23;Prunus;;;Kirsche;4;5;35;L;70086;351316;Kirsche;15/05;31/08
1100;80;Prunus;;;Kirsche;12;5;50;L;70074;351334;Kirsche;15/05;31/08
294;117;Prunus;;;Kirsche;7;7;85;L;71938;346629;Kirsche;15/05;31/08
294;118;Prunus;;;Kirsche;3;1;12;L;71954;346625;Kirsche;15/05;31/08
1100;87;Prunus;;;Kirsche;15;25;40;L;70044;351327;Kirsche;15/05;31/08
1100;88;Prunus;;;Kirsche;13;10;25;L;70054;351314;Kirsche;15/05;31/08
1100;89;Prunus;;;Kirsche;20;25;50;L;70057;351312;Kirsche;15/05;31/08
1100;162;Prunus;;;Kirsche;17;15;70;L;69987;351340;Kirsche;15/05;31/08
1100;203;Prunus;;;Kirsche;7;15;90;L;69949;351344;Kirsche;15/05;31/08
1100;173;Prunus;;;Kirsche;20;15;30;L;69962;351338;Kirsche;15/05;31/08
1100;174;Prunus;;;Kirsche;20;15;30;L;69964;351342;Kirsche;15/05;31/08
1100;209;Prunus;;;Kirsche;20;15;70;L;69960;351388;Kirsche;15/05;31/08
717;67;Prunus;;;Kirsche;3;2;20;L;70583;350615;Kirsche;15/05;31/08
717;68;Prunus;;;Kirsche;3;2;30;L;70588;350614;Kirsche;15/05;31/08
1206;4;Prunus;;;Kirsche;4;2;18;L;76482;346457;Kirsche;15/05;31/08
1206;5;Prunus;;;Kirsche;4;2;29;L;76483;346460;Kirsche;15/05;31/08
717;93;Prunus;;;Kirsche;7;3;50;L;70665;350622;Kirsche;15/05;31/08
783;146;Prunus;;;Kirsche;5;6;126;L;69361;351144;Kirsche;15/05;31/08
783;149;Prunus;;;Kirsche;8;4;110;L;69358;351159;Kirsche;15/05;31/08
783;151;Prunus;;;Kirsche;8;5;300;L;69356;351165;Kirsche;15/05;31/08
783;152;Prunus;;;Kirsche;8;4;60;L;69354;351164;Kirsche;15/05;31/08
1206;1;Prunus;;;Kirsche;5;12;33;L;76476;346447;Kirsche;15/05;31/08
1206;2;Prunus;;;Kirsche;5;2;32;L;76481;346447;Kirsche;15/05;31/08
1206;3;Prunus;;;Kirsche;5;2;34;L;76487;346447;Kirsche;15/05;31/08
458;24;Prunus;;;Kirsche;3;1;22;L;76884;345582;Kirsche;15/05;31/08
776;11;Prunus;;;Kirsche;4;2;10;L;72221;350017;Kirsche;15/05;31/08
783;147;Prunus;;;Kirsche;7;4;60;L;69360;351149;Kirsche;15/05;31/08
934;131a;Prunus;;;Kirsche;6;1;14;L;76354;346948;Kirsche;15/05;31/08
25;1;Prunus;;;Kirsche;10;5;220;L;70459;351629;Kirsche;15/05;31/08
893;28;Prunus;;;Kirsche;12;8;120;L;71823;355317;Kirsche;15/05;31/08
824;183;Prunus;;;Kirsche;5;1;15;L;76419;347502;Kirsche;15/05;31/08
824;60;Prunus;;;Kirsche;6;1;17;L;76576;347219;Kirsche;15/05;31/08
824;99;Prunus;;;Kirsche;6;1;18;L;76479;347264;Kirsche;15/05;31/08
623;1;Prunus;;;Kirsche;9;8;65;L;72141;355628;Kirsche;15/05;31/08
687;3;Prunus;;;Kirsche;7;8;1;L;72584;355222;Kirsche;15/05;31/08
687;4;Prunus;;;Kirsche;6;9;1;L;72556;355212;Kirsche;15/05;31/08
653;8;Prunus;;;Kirsche;10;5;164;L;71305;354408;Kirsche;15/05;31/08
384;005b;Prunus;;;Kirsche;3;2;40;L;70908;346368;Kirsche;15/05;31/08
42;022a;Prunus;;;Kirsche;3;1;20;L;69938;350570;Kirsche;15/05;31/08
42;022b;Prunus;;;Kirsche;8;3;45;L;69958;350566;Kirsche;15/05;31/08
42;022c;Prunus;;;Kirsche;8;3;45;L;69964;350565;Kirsche;15/05;31/08
16;7;Prunus;;;Kirsche;9;6;95;L;73520;355351;Kirsche;15/05;31/08
934;041a;Prunus;;;Kirsche;6;1;16;L;76439;346768;Kirsche;15/05;31/08
934;042a;Prunus;;;Kirsche;6;1;19;L;76440;346760;Kirsche;15/05;31/08
934;043a;Prunus;;;Kirsche;4;1;15;L;76435;346765;Kirsche;15/05;31/08
934;044a;Prunus;;;Kirsche;6;1;16;L;76432;346762;Kirsche;15/05;31/08
934;045a;Prunus;;;Kirsche;6;1;16;L;76429;346756;Kirsche;15/05;31/08
92;008a;Prunus;;;Kirsche;9;8;150;L;72570;353091;Kirsche;15/05;31/08
92;033a;Prunus;;;Kirsche;9;12;40;L;72576;353039;Kirsche;15/05;31/08
619;009a;Prunus;;;Kirsche;8;4;55;L;70175;352698;Kirsche;15/05;31/08
824;132;Prunus;;;Kirsche;6;1;14;L;76583;347400;Kirsche;15/05;31/08
824;133;Prunus;;;Kirsche;5;1;15;L;76573;347404;Kirsche;15/05;31/08
824;134;Prunus;;;Kirsche;6;1;16;L;76558;347411;Kirsche;15/05;31/08
824;176;Prunus;;;Kirsche;6;1;18;L;76443;347482;Kirsche;15/05;31/08
824;178;Prunus;;;Kirsche;6;1;15;L;76436;347487;Kirsche;15/05;31/08
824;180;Prunus;;;Kirsche;6;1;17;L;76431;347491;Kirsche;15/05;31/08
92;023a;Prunus;;;Kirsche;9;12;56;L;72588;353053;Kirsche;15/05;31/08
824;147;Prunus;;;Kirsche;6;1;17;L;76542;347417;Kirsche;15/05;31/08
824;148;Prunus;;;Kirsche;6;1;17;L;76534;347422;Kirsche;15/05;31/08
824;149;Prunus;;;Kirsche;5;1;16;L;76526;347426;Kirsche;15/05;31/08
824;150;Prunus;;;Kirsche;5;1;16;L;76519;347431;Kirsche;15/05;31/08
824;151;Prunus;;;Kirsche;5;1;18;L;76511;347435;Kirsche;15/05;31/08
824;152;Prunus;;;Kirsche;6;1;14;L;76502;347440;Kirsche;15/05;31/08
824;153;Prunus;;;Kirsche;5;1;15;L;76494;347445;Kirsche;15/05;31/08
824;155;Prunus;;;Kirsche;6;1;15;L;76472;347460;Kirsche;15/05;31/08
824;156;Prunus;;;Kirsche;5;1;15;L;76463;347466;Kirsche;15/05;31/08
1068;045a;Prunus;;;Kirsche;3;2;28;L;70306;351234;Kirsche;15/05;31/08
99;52;Prunus;;;Kirsche;7;8;73;L;71437;354080;Kirsche;15/05;31/08
734;3;Prunus;;;Kirsche;5;1;20;L;70361;350155;Kirsche;15/05;31/08
630;6;Prunus;;;Kirsche;6;5;51;L;70580;355120;Kirsche;15/05;31/08
1149;32;Prunus;;;Kirsche;6;7;56;L;72410;350109;Kirsche;15/05;31/08
1149;18;Prunus;;;Kirsche;2;2;19;L;72380;350143;Kirsche;15/05;31/08
1149;22;Prunus;;;Kirsche;5;3;24;L;72402;350137;Kirsche;15/05;31/08
1149;66;Prunus;;;Kirsche;4;3;21;L;72358;350143;Kirsche;15/05;31/08
1064;150a;Prunus;;;Kirsche;6;2;33;L;70365;351152;Kirsche;15/05;31/08
294;119;Prunus;;;Kirsche;3;2;15;L;71949;346633;Kirsche;15/05;31/08
294;120;Prunus;;;Kirsche;5;5;38;L;71957;346636;Kirsche;15/05;31/08
294;121;Prunus;;;Kirsche;5;4;30;L;71959;346634;Kirsche;15/05;31/08
1149;88;Prunus;;;Kirsche;3;2;20;L;72348;350153;Kirsche;15/05;31/08
245;221;Prunus;;;Kirsche;5;1;38;L;73326;346384;Kirsche;15/05;31/08
245;222;Prunus;;;Kirsche;4;3;37;L;73329;346390;Kirsche;15/05;31/08
1035;36;Prunus;;;Kirsche;9;4;55;L;70695;356029;Kirsche;15/05;31/08
294;122;Prunus;;;Kirsche;7;3;49;L;71962;346637;Kirsche;15/05;31/08
260;10;Prunus;;;Kirsche;6;6;87;L;72101;345524;Kirsche;15/05;31/08
260;9;Prunus;;;Kirsche;6;6;87;L;72107;345518;Kirsche;15/05;31/08
260;8;Prunus;;;Kirsche;7;6;87;L;72106;345507;Kirsche;15/05;31/08
260;7;Prunus;;;Kirsche;7;6;85;L;72112;345511;Kirsche;15/05;31/08
260;6;Prunus;;;Kirsche;7;6;80;L;72118;345504;Kirsche;15/05;31/08
260;5;Prunus;;;Kirsche;6;6;87;L;72124;345499;Kirsche;15/05;31/08
260;4;Prunus;;;Kirsche;7;6;85;L;72122;345493;Kirsche;15/05;31/08
245;227;Prunus;;;Kirsche;2;2;30;L;73316;346389;Kirsche;15/05;31/08
774;21;Prunus;;;Kirsche;2;3;21;L;72046;350412;Kirsche;15/05;31/08
393;16;Prunus;;;Kirsche;4;1;17;L;70817;345298;Kirsche;15/05;31/08
808;9;Prunus;;;Kirsche;5;1;14;L;71403;346152;Kirsche;15/05;31/08
421;061a;Prunus;;;Kirsche;13;5;70;L;71514;346319;Kirsche;15/05;31/08
717;009a;Prunus;;;Kirsche;5;3;45;L;70562;350635;Kirsche;15/05;31/08
20;67;Prunus;;;Kirsche;12;5;103;L;70687;350748;Kirsche;15/05;31/08
20;68;Prunus;;;Kirsche;13;6;105;L;70687;350752;Kirsche;15/05;31/08
20;69;Prunus;;;Kirsche;13;6;110;L;70691;350751;Kirsche;15/05;31/08
822;19;Prunus;;;Kirsche;4;2;32;L;68682;353497;Kirsche;15/05;31/08
702;82;Prunus;;;Kirsche;5;4;37;L;70781;351827;Kirsche;15/05;31/08
702;87;Prunus;;;Kirsche;5;3;42;L;70807;351819;Kirsche;15/05;31/08
702;92;Prunus;;;Kirsche;5;3;31;L;70817;351830;Kirsche;15/05;31/08
702;93;Prunus;;;Kirsche;5;3;38;L;70818;351818;Kirsche;15/05;31/08
702;99;Prunus;;;Kirsche;7;2;47;L;70788;351739;Kirsche;15/05;31/08
702;90;Prunus;;;Kirsche;6;3;40;L;70810;351818;Kirsche;15/05;31/08
702;91;Prunus;;;Kirsche;4;2;28;L;70811;351832;Kirsche;15/05;31/08
1219;18;Prunus;;;Kirsche;3;2;25;L;71212;351785;Kirsche;15/05;31/08
707;37;Prunus;;;Kirsche;6;3;38;L;72148;350076;Kirsche;15/05;31/08
717;009b;Prunus;;;Kirsche;5;3;45;L;70565;350633;Kirsche;15/05;31/08
711;34;Prunus;;;Kirsche;2;3;10;L;70451;350654;Kirsche;15/05;31/08
711;33;Prunus;;;Kirsche;2;1;15;L;70421;350595;Kirsche;15/05;31/08
369;7;Malus;Zierform;.;Zierapfel;10;4;45;L;72928;350856;Apfel;01/08;15/11
773;20;Malus;Zierform;.;Zierapfel;3;1;16;L;70361;350078;Apfel;01/08;15/11
204;2;Malus;Zierform;.;Zierapfel;1;4;40;L;71793;348873;Apfel;01/08;15/11
460;16;Malus;Zierform;.;Zierapfel;7;8;10;L;74241;345365;Apfel;01/08;15/11
460;17;Malus;Zierform;.;Zierapfel;4;4;65;L;74244;345359;Apfel;01/08;15/11
460;30;Malus;Zierform;.;Zierapfel;3;6;60;L;74290;345280;Apfel;01/08;15/11
460;27;Malus;Zierform;.;Zierapfel;8;8;88;L;74277;345295;Apfel;01/08;15/11
1;295;Malus;Zierform;.;Zierapfel;5;1;30;L;72077;352057;Apfel;01/08;15/11
256;6;Malus;Zierform;.;Zierapfel;6;2;37;L;72709;346265;Apfel;01/08;15/11
256;7;Malus;Zierform;.;Zierapfel;6;2;37;L;72708;346261;Apfel;01/08;15/11
256;8;Malus;Zierform;.;Zierapfel;6;2;35;L;72706;346257;Apfel;01/08;15/11
629;154;Malus;Zierform;.;Zierapfel;9;12;1;L;70741;355048;Apfel;01/08;15/11
629;117;Malus;Zierform;.;Zierapfel;7;3;1;L;70772;355059;Apfel;01/08;15/11
270;11;Malus;Zierform;.;Zierapfel;4;2;30;L;72721;346349;Apfel;01/08;15/11
654;87;Malus;Zierform;.;Zierapfel;5;2;24;L;72795;355330;Apfel;01/08;15/11
141;82;Malus;Zierform;.;Zierapfel;2;2;20;L;72109;349932;Apfel;01/08;15/11
384;030c;Malus;Zierform;.;Zierapfel;4;1;30;L;70887;346329;Apfel;01/08;15/11
878;17;Malus;Zierform;.;Zierapfel;5;4;60;L;72150;349168;Apfel;01/08;15/11
203;52;Malus;Zierform;.;Zierapfel;5;5;90;L;71041;348742;Apfel;01/08;15/11
203;60;Malus;Zierform;.;Zierapfel;4;5;80;L;71046;348695;Apfel;01/08;15/11
203;69;Malus;Zierform;.;Zierapfel;6;6;100;L;71072;348710;Apfel;01/08;15/11
216;14;Malus;Zierform;.;Zierapfel;4;6;50;L;70536;347975;Apfel;01/08;15/11
203;58;Malus;Zierform;.;Zierapfel;6;6;100;L;71050;348689;Apfel;01/08;15/11
615;4;Malus;Zierform;.;Zierapfel;4;4;1;L;70955;353809;Apfel;01/08;15/11
608;022a;Malus;Zierform;.;Zierapfel;4;2;33;L;70405;355038;Apfel;01/08;15/11
216;18;Malus;Zierform;.;Zierapfel;5;4;60;L;70552;347993;Apfel;01/08;15/11
203;61;Malus;Zierform;.;Zierapfel;4;6;80;L;71043;348697;Apfel;01/08;15/11
203;135;Malus;Zierform;.;Zierapfel;4;4;30;L;71077;348665;Apfel;01/08;15/11
206;16;Malus;Zierform;.;Zierapfel;5;5;50;L;71726;349228;Apfel;01/08;15/11
206;21;Malus;Zierform;.;Zierapfel;4;4;90;L;71735;349230;Apfel;01/08;15/11
555;7;Malus;Zierform;.;Zierapfel;1;5;1;L;70354;353037;Apfel;01/08;15/11
647;1;Malus;Zierform;.;Zierapfel;6;3;36;L;71818;355801;Apfel;01/08;15/11
647;2;Malus;Zierform;.;Zierapfel;7;4;26;L;71810;355804;Apfel;01/08;15/11
204;1;Malus;Zierform;.;Zierapfel;5;5;60;L;71793;348867;Apfel;01/08;15/11
16;3;Malus;Zierform;.;Zierapfel;6;6;50;L;73489;355337;Apfel;01/08;15/11
474;3;Malus;Zierform;.;Zierapfel;7;8;1;L;70318;351949;Apfel;01/08;15/11
460;15;Malus;Zierform;.;Zierapfel;5;10;100;L;74239;345369;Apfel;01/08;15/11
460;28;Malus;Zierform;.;Zierapfel;7;7;130;L;74286;345292;Apfel;01/08;15/11
59;12;Malus;Zierform;.;Zierapfel;4;2;14;L;71270;352418;Apfel;01/08;15/11
59;11;Malus;Zierform;.;Zierapfel;3;2;16;L;71266;352417;Apfel;01/08;15/11
72;5;Malus;Zierform;.;Zierapfel;10;9;1;L;71088;352544;Apfel;01/08;15/11
384;023a;Malus;Zierform;.;Zierapfel;3;1;15;L;70859;346362;Apfel;01/08;15/11
82;8;Malus;Zierform;.;Zierapfel;10;11;2;L;71141;352597;Apfel;01/08;15/11
59;2;Malus;Zierform;.;Zierapfel;4;2;13;L;71264;352372;Apfel;01/08;15/11
72;4;Malus;Zierform;.;Zierapfel;10;9;1;L;71084;352541;Apfel;01/08;15/11
65;101;Malus;Zierform;.;Zierapfel;4;6;45;L;71107;352785;Apfel;01/08;15/11
65;112;Malus;Zierform;.;Zierapfel;5;6;90;L;71086;352807;Apfel;01/08;15/11
478;7;Malus;Zierform;.;Zierapfel;6;7;70;L;70395;352219;Apfel;01/08;15/11
385;123;Malus;Zierform;.;Zierapfel;4;4;1;L;70911;346656;Apfel;01/08;15/11
384;10;Malus;Zierform;.;Zierapfel;3;4;1;L;70893;346364;Apfel;01/08;15/11
385;81;Malus;Zierform;.;Zierapfel;4;2;30;L;70942;346690;Apfel;01/08;15/11
385;82;Malus;Zierform;.;Zierapfel;3;3;30;L;70947;346688;Apfel;01/08;15/11
385;83;Malus;Zierform;.;Zierapfel;4;4;60;L;70945;346685;Apfel;01/08;15/11
385;86;Malus;Zierform;.;Zierapfel;3;6;60;L;70942;346675;Apfel;01/08;15/11
385;87;Malus;Zierform;.;Zierapfel;3;5;60;L;70948;346672;Apfel;01/08;15/11
385;124;Malus;Zierform;.;Zierapfel;2;4;1;L;70907;346655;Apfel;01/08;15/11
385;125;Malus;Zierform;.;Zierapfel;2;2;30;L;70905;346658;Apfel;01/08;15/11
385;126;Malus;Zierform;.;Zierapfel;2;2;30;L;70902;346660;Apfel;01/08;15/11
385;147;Malus;Zierform;.;Zierapfel;3;4;50;L;70843;346638;Apfel;01/08;15/11
426;29;Malus;Zierform;.;Zierapfel;3;4;60;L;71485;346374;Apfel;01/08;15/11
426;11;Malus;Zierform;.;Zierapfel;4;5;1;L;71427;346365;Apfel;01/08;15/11
426;6;Malus;Zierform;.;Zierapfel;2;3;1;L;71437;346396;Apfel;01/08;15/11
385;156;Malus;Zierform;.;Zierapfel;30;4;40;L;70824;346618;Apfel;01/08;15/11
