Fläche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Höhe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;Kategorie;Reifvon;Reifbis
7;233;juglans;.;.;Nuß;13;4;37;L;73304;355882;Nüsse;15/09;15/10
458;7;Pyrus;;;Birne;8;5;70;L;76824;345568;Birne;15/08;31/10
458;8;Pyrus;communis;.;Birne;5;3;55;L;76821;345565;Birne;15/08;31/10
201;2;Pyrus;;;Birne;5;3;50;L;70518;348089;Birne;15/08;31/10
132;1;Pyrus;;;Birne;4;2;30;L;71716;348600;Birne;15/08;31/10
132;2;Pyrus;;;Birne;4;2;30;L;71710;348595;Birne;15/08;31/10
132;3;Pyrus;;;Birne;4;2;30;L;71701;348589;Birne;15/08;31/10
132;4;Pyrus;;;Birne;4;2;30;L;71695;348583;Birne;15/08;31/10
132;5;Pyrus;;;Birne;6;2;30;L;71687;348580;Birne;15/08;31/10
132;6;Pyrus;;;Birne;4;2;20;L;71682;348576;Birne;15/08;31/10
132;7;Pyrus;;;Birne;4;2;20;L;71676;348572;Birne;15/08;31/10
924;7;Pyrus;;;Birne;3;2;30;L;72404;348494;Birne;15/08;31/10
380;4;Pyrus;;;Birne;4;2;25;L;71276;346955;Birne;15/08;31/10
202;13;Pyrus;;;Birne;4;2;15;L;70240;349019;Birne;15/08;31/10
204;96;Pyrus;;;Birne;10;8;270;L;71865;348936;Birne;15/08;31/10
783;23;Pyrus;communis;.;Birne;20;12;170;L;69358;351301;Birne;15/08;31/10
783;24;Pyrus;communis;.;Birne;15;10;140;L;69352;351315;Birne;15/08;31/10
783;25;Pyrus;communis;.;Birne;15;15;180;L;69348;351323;Birne;15/08;31/10
783;26;Pyrus;communis;.;Birne;15;7;160;L;69340;351336;Birne;15/08;31/10
783;28;Pyrus;communis;.;Birne;15;15;138;L;69317;351370;Birne;15/08;31/10
783;27;Pyrus;communis;.;Birne;15;5;138;L;69331;351348;Birne;15/08;31/10
783;22;Pyrus;communis;.;Birne;20;8;100;L;69457;351179;Birne;15/08;31/10
783;67;Pyrus;communis;.;Birne;15;6;165;L;69387;351244;Birne;15/08;31/10
245;86;Pyrus;;;Birne;7;7;75;L;73319;346487;Birne;15/08;31/10
628;25;Pyrus;communis;.;Birne;9;8;110;L;71823;355643;Birne;15/08;31/10
783;127;Pyrus;communis;.;Birne;20;8;197;L;69551;351084;Birne;15/08;31/10
783;134;Pyrus;communis;.;Birne;1;1;1;L;69528;351083;Birne;15/08;31/10
783;135;Pyrus;communis;.;Birne;1;1;1;L;69519;351084;Birne;15/08;31/10
783;109;Pyrus;communis;.;Birne;3;2;80;L;69469;351156;Birne;15/08;31/10
538;7;Pyrus;;;Birne;8;5;140;L;70170;354209;Birne;15/08;31/10
893;39;Pyrus;communis;.;Birne;14;8;130;L;71836;355383;Birne;15/08;31/10
938;24;Pyrus;communis;.;Birne;3;1;17;L;76139;346721;Birne;15/08;31/10
623;55;Pyrus;communis;.;Birne;12;11;160;L;72022;355646;Birne;15/08;31/10
623;56;Pyrus;communis;.;Birne;11;12;195;L;72010;355637;Birne;15/08;31/10
623;64;Pyrus;communis;.;Birne;3;2;15;L;72071;355635;Birne;15/08;31/10
870;2;Pyrus;communis;.;Birne;12;10;160;L;72309;354893;Birne;15/08;31/10
870;3;Pyrus;communis;.;Birne;16;12;230;L;72317;354897;Birne;15/08;31/10
870;8;Pyrus;communis;.;Birne;18;12;200;L;72351;354913;Birne;15/08;31/10
870;9;Pyrus;communis;.;Birne;18;11;205;L;72357;354916;Birne;15/08;31/10
870;10;Pyrus;communis;.;Birne;17;11;170;L;72365;354919;Birne;15/08;31/10
870;11;Pyrus;communis;.;Birne;13;10;160;L;72374;354922;Birne;15/08;31/10
870;12;Pyrus;communis;.;Birne;18;11;215;L;72381;354926;Birne;15/08;31/10
623;65;Pyrus;communis;.;Birne;9;10;95;L;72079;355632;Birne;15/08;31/10
623;66;Pyrus;communis;.;Birne;13;10;145;L;72085;355621;Birne;15/08;31/10
162;4;Pyrus;;;Birne;10;5;220;L;71722;348569;Birne;15/08;31/10
162;7;Pyrus;;;Birne;8;5;160;L;71725;348552;Birne;15/08;31/10
161;1;Pyrus;;;Birne;10;5;230;L;71809;348652;Birne;15/08;31/10
161;2;Pyrus;;;Birne;5;3;30;L;71803;348648;Birne;15/08;31/10
161;3;Pyrus;;;Birne;10;5;150;L;71799;348644;Birne;15/08;31/10
161;4;Pyrus;;;Birne;10;6;220;L;71794;348641;Birne;15/08;31/10
161;5;Pyrus;;;Birne;10;5;180;L;71788;348638;Birne;15/08;31/10
161;7;Pyrus;;;Birne;10;6;210;L;71761;348616;Birne;15/08;31/10
161;27;Pyrus;;;Birne;10;5;200;L;71604;348507;Birne;15/08;31/10
924;8;Pyrus;;;Birne;2;1;20;L;72400;348488;Birne;15/08;31/10
455;1;Pyrus;;;Birne;2;1;7;L;75271;346244;Birne;15/08;31/10
161;13;Pyrus;communis;.;Birne;10;6;200;L;71691;348570;Birne;15/08;31/10
133;3;Pyrus;;;Birne;12;5;200;L;70909;349582;Birne;15/08;31/10
1060;33;Pyrus;communis;.;Birne;5;2;20;L;71430;348988;Birne;15/08;31/10
133;1;Pyrus;;;Birne;10;5;200;L;70932;349578;Birne;15/08;31/10
142;10;Pyrus;communis;.;Birne;4;2;20;L;70317;349220;Birne;15/08;31/10
133;2;Pyrus;;;Birne;8;6;150;L;70921;349575;Birne;15/08;31/10
623;113;Pyrus;communis;.;Birne;4;1;14;L;72087;355628;Birne;15/08;31/10
1073;118;Pyrus;;;Birne;5;2;40;L;70502;351601;Birne;15/08;31/10
1073;121;Pyrus;;;Birne;5;2;40;L;70527;351570;Birne;15/08;31/10
1073;117;Pyrus;;;Birne;5;2;33;L;70491;351613;Birne;15/08;31/10
1073;119;Pyrus;;;Birne;5;2;35;L;70513;351586;Birne;15/08;31/10
608;035a;Pyrus;communis;.;Birne;10;7;168;L;70365;354929;Birne;15/08;31/10
1073;122;Pyrus;;;Birne;5;2;32;L;70550;351542;Birne;15/08;31/10
1073;120;Pyrus;;;Birne;4;2;16;L;70519;351578;Birne;15/08;31/10
1035;1;Pyrus;communis;.;Birne;11;5;114;L;70654;356178;Birne;15/08;31/10
1035;30;Pyrus;communis;.;Birne;14;7;160;L;70684;356053;Birne;15/08;31/10
300;045a;Pyrus;communis;.;Birne;3;1;14;L;74089;345378;Birne;15/08;31/10
1035;33;Pyrus;communis;.;Birne;8;5;108;L;70688;356042;Birne;15/08;31/10
242;6;Pyrus;communis;.;Birne;14;6;150;L;73122;346657;Birne;15/08;31/10
380;004a;Pyrus;;;Birne;3;2;22;L;71285;346961;Birne;15/08;31/10
380;2;Pyrus;;;Birne;4;2;25;L;71261;346945;Birne;15/08;31/10
380;3;Pyrus;;;Birne;4;2;25;L;71268;346951;Birne;15/08;31/10
658;31;Pyrus;communis;.;Birne;12;5;195;L;73027;355107;Birne;15/08;31/10
658;32;Pyrus;communis;.;Birne;11;10;232;L;73011;355112;Birne;15/08;31/10
623;061a;Pyrus;communis;.;Birne;2;1;7;L;72046;355648;Birne;15/08;31/10
450;3;Sorbus;.;.;Sorbus Art nicht bestimmt;5;3;48;L;74094;345188;Sonstiges;01/09;31/10
578;7;Sorbus;.;.;Sorbus Art nicht bestimmt;5;1;35;L;70388;353238;Sonstiges;01/09;31/10
578;8;Sorbus;.;.;Sorbus Art nicht bestimmt;4;1;30;L;70396;353241;Sonstiges;01/09;31/10
578;9;Sorbus;.;.;Sorbus Art nicht bestimmt;5;1;30;L;70376;353268;Sonstiges;01/09;31/10
578;10;Sorbus;.;.;Sorbus Art nicht bestimmt;4;1;25;L;70365;353298;Sonstiges;01/09;31/10
578;11;Sorbus;.;.;Sorbus Art nicht bestimmt;5;2;30;L;70348;353341;Sonstiges;01/09;31/10
578;12;Sorbus;.;.;Sorbus Art nicht bestimmt;5;1;30;L;70327;353395;Sonstiges;01/09;31/10
578;13;Sorbus;.;.;Sorbus Art nicht bestimmt;54;1;25;L;70316;353422;Sonstiges;01/09;31/10
608;046a;Sorbus;.;.;Sorbus Art nicht bestimmt;7;6;75;L;70355;354843;Sonstiges;01/09;31/10
523;8;Sorbus;.;.;Sorbus Art nicht bestimmt;5;4;55;L;70638;353538;Sonstiges;01/09;31/10
609;26;Sorbus;.;.;Sorbus Art nicht bestimmt;6;6;110;L;70875;354099;Sonstiges;01/09;31/10
537;14;Sorbus;.;.;Sorbus Art nicht bestimmt;2;4;45;L;70516;353049;Sonstiges;01/09;31/10
537;4;Sorbus;.;.;Sorbus Art nicht bestimmt;5;4;60;L;70510;353046;Sonstiges;01/09;31/10
577;2;Sorbus;.;.;Sorbus Art nicht bestimmt;4;2;45;L;70811;354060;Sonstiges;01/09;31/10
577;20;Sorbus;.;.;Sorbus Art nicht bestimmt;4;3;1;L;70577;354001;Sonstiges;01/09;31/10
523;23;Sorbus;.;.;Sorbus Art nicht bestimmt;5;4;70;L;70692;353538;Sonstiges;01/09;31/10
523;26;Sorbus;.;.;Sorbus Art nicht bestimmt;6;3;70;L;70695;353562;Sonstiges;01/09;31/10
523;27;Sorbus;.;.;Sorbus Art nicht bestimmt;5;3;65;L;70718;353547;Sonstiges;01/09;31/10
523;30;Sorbus;.;.;Sorbus Art nicht bestimmt;4;4;55;L;70697;353534;Sonstiges;01/09;31/10
577;7;Sorbus;.;.;Sorbus Art nicht bestimmt;4;4;45;L;70790;354036;Sonstiges;01/09;31/10
577;8;Sorbus;.;.;Sorbus Art nicht bestimmt;4;3;40;L;70779;354025;Sonstiges;01/09;31/10
523;24;Sorbus;.;.;Sorbus Art nicht bestimmt;3;2;50;L;70686;353547;Sonstiges;01/09;31/10
358;244;Sorbus;.;.;Sorbus Art nicht bestimmt;3;2;45;L;72920;351432;Sonstiges;01/09;31/10
609;25;Sorbus;.;.;Sorbus Art nicht bestimmt;4;8;90;L;70887;354089;Sonstiges;01/09;31/10
863;5;Sorbus;.;.;Sorbus Art nicht bestimmt;4;3;1;L;71149;352746;Sonstiges;01/09;31/10
523;7;Sorbus;.;.;Sorbus Art nicht bestimmt;5;4;55;L;70634;353540;Sonstiges;01/09;31/10
523;6;Sorbus;.;.;Sorbus Art nicht bestimmt;5;4;45;L;70638;353544;Sonstiges;01/09;31/10
577;6;Sorbus;.;.;Sorbus Art nicht bestimmt;4;3;50;L;70800;354048;Sonstiges;01/09;31/10
595;1;Sorbus;.;.;Sorbus Art nicht bestimmt;5;3;60;L;69548;353569;Sonstiges;01/09;31/10
595;6;Sorbus;.;.;Sorbus Art nicht bestimmt;7;4;80;L;69531;353592;Sonstiges;01/09;31/10
606;8;Sorbus;.;.;Sorbus Art nicht bestimmt;1;4;70;L;70200;353519;Sonstiges;01/09;31/10
595;3;Sorbus;.;.;Sorbus Art nicht bestimmt;6;4;80;L;69542;353579;Sonstiges;01/09;31/10
595;4;Sorbus;.;.;Sorbus Art nicht bestimmt;5;2;50;L;69538;353584;Sonstiges;01/09;31/10
595;17;Sorbus;.;.;Sorbus Art nicht bestimmt;7;2;50;L;69482;353630;Sonstiges;01/09;31/10
520;1;Sorbus;.;.;Sorbus Art nicht bestimmt;4;2;25;L;69563;353323;Sonstiges;01/09;31/10
520;2;Sorbus;.;.;Sorbus Art nicht bestimmt;4;2;30;L;69578;353321;Sonstiges;01/09;31/10
606;12;Sorbus;.;.;Sorbus Art nicht bestimmt;1;4;60;L;70146;353530;Sonstiges;01/09;31/10
606;22;Sorbus;.;.;Sorbus Art nicht bestimmt;1;4;70;L;70015;353559;Sonstiges;01/09;31/10
606;23;Sorbus;.;.;Sorbus Art nicht bestimmt;1;3;50;L;70006;353561;Sonstiges;01/09;31/10
595;22;Sorbus;.;.;Sorbus Art nicht bestimmt;6;3;50;L;69455;353647;Sonstiges;01/09;31/10
592;30;Sorbus;.;.;Sorbus Art nicht bestimmt;1;8;110;L;71072;353896;Sonstiges;01/09;31/10
592;42;Sorbus;.;.;Sorbus Art nicht bestimmt;1;6;110;L;71025;353930;Sonstiges;01/09;31/10
592;44;Sorbus;.;.;Sorbus Art nicht bestimmt;1;6;100;L;71017;353936;Sonstiges;01/09;31/10
592;117;Sorbus;.;.;Sorbus Art nicht bestimmt;1;3;70;L;70720;354189;Sonstiges;01/09;31/10
592;119;Sorbus;.;.;Sorbus Art nicht bestimmt;1;5;105;L;70715;354194;Sonstiges;01/09;31/10
592;157;Sorbus;.;.;Sorbus Art nicht bestimmt;1;4;105;L;70928;354007;Sonstiges;01/09;31/10
592;31;Sorbus;.;.;Sorbus Art nicht bestimmt;1;1;20;L;71069;353898;Sonstiges;01/09;31/10
592;54;Sorbus;.;.;Sorbus Art nicht bestimmt;1;6;130;L;71040;353908;Sonstiges;01/09;31/10
592;55;Sorbus;.;.;Sorbus Art nicht bestimmt;1;4;110;L;71037;353911;Sonstiges;01/09;31/10
592;82;Sorbus;.;.;Sorbus Art nicht bestimmt;1;6;100;L;70880;354048;Sonstiges;01/09;31/10
592;93;Sorbus;.;.;Sorbus Art nicht bestimmt;1;6;80;L;70811;354107;Sonstiges;01/09;31/10
592;94;Sorbus;.;.;Sorbus Art nicht bestimmt;1;4;80;L;70808;354109;Sonstiges;01/09;31/10
592;95;Sorbus;.;.;Sorbus Art nicht bestimmt;1;6;100;L;70803;354114;Sonstiges;01/09;31/10
592;104;Sorbus;.;.;Sorbus Art nicht bestimmt;1;4;75;L;70766;354146;Sonstiges;01/09;31/10
592;105;Sorbus;.;.;Sorbus Art nicht bestimmt;1;4;60;L;70765;354148;Sonstiges;01/09;31/10
592;124;Sorbus;.;.;Sorbus Art nicht bestimmt;1;6;80;L;70586;354319;Sonstiges;01/09;31/10
592;154;Sorbus;.;.;Sorbus Art nicht bestimmt;1;3;40;L;70820;354076;Sonstiges;01/09;31/10
592;116;Sorbus;.;.;Sorbus Art nicht bestimmt;1;6;90;L;70723;354186;Sonstiges;01/09;31/10
93;53;Sorbus;.;.;Sorbus Art nicht bestimmt;4;3;30;L;71134;347102;Sonstiges;01/09;31/10
450;4;Sorbus;.;.;Sorbus Art nicht bestimmt;5;3;43;L;74079;345195;Sonstiges;01/09;31/10
450;9;Sorbus;.;.;Sorbus Art nicht bestimmt;5;3;42;L;74054;345206;Sonstiges;01/09;31/10
577;019a;Sorbus;.;.;Sorbus Art nicht bestimmt;3;2;30;L;70596;353999;Sonstiges;01/09;31/10
358;247;Sorbus;.;.;Sorbus Art nicht bestimmt;3;2;30;L;72935;351409;Sonstiges;01/09;31/10
358;251;Sorbus;.;.;Sorbus Art nicht bestimmt;4;2;30;L;72944;351393;Sonstiges;01/09;31/10
358;249;Sorbus;.;.;Sorbus Art nicht bestimmt;30;2;1;L;72938;351400;Sonstiges;01/09;31/10
358;254;Sorbus;.;.;Sorbus Art nicht bestimmt;3;2;45;L;72950;351383;Sonstiges;01/09;31/10
358;262;Sorbus;.;.;Sorbus Art nicht bestimmt;3;2;45;L;72904;351458;Sonstiges;01/09;31/10
358;242;Sorbus;.;.;Sorbus Art nicht bestimmt;3;2;45;L;72910;351447;Sonstiges;01/09;31/10
587;16;Sorbus;.;.;Sorbus Art nicht bestimmt;5;2;26;L;70515;354713;Sonstiges;01/09;31/10
717;96;Sorbus;.;.;Sorbus Art nicht bestimmt;7;3;50;L;70662;350608;Sonstiges;01/09;31/10
580;4;Sorbus;.;.;Sorbus Art nicht bestimmt;4;4;45;L;71270;353967;Sonstiges;01/09;31/10
587;8;Sorbus;.;.;Sorbus Art nicht bestimmt;7;4;1;L;70562;354732;Sonstiges;01/09;31/10
587;5;Sorbus;.;.;Sorbus Art nicht bestimmt;8;6;1;L;70557;354767;Sonstiges;01/09;31/10
587;6;Sorbus;.;.;Sorbus Art nicht bestimmt;8;5;1;L;70553;354773;Sonstiges;01/09;31/10
587;7;Sorbus;.;.;Sorbus Art nicht bestimmt;8;6;1;L;70552;354781;Sonstiges;01/09;31/10
587;9;Sorbus;.;.;Sorbus Art nicht bestimmt;7;4;1;L;70557;354730;Sonstiges;01/09;31/10
572;40;Sorbus;.;.;Sorbus Art nicht bestimmt;7;6;75;L;71120;353678;Sonstiges;01/09;31/10
572;41;Sorbus;.;.;Sorbus Art nicht bestimmt;8;6;100;L;71117;353674;Sonstiges;01/09;31/10
572;42;Sorbus;.;.;Sorbus Art nicht bestimmt;5;4;1;L;71096;353671;Sonstiges;01/09;31/10
572;44;Sorbus;.;.;Sorbus Art nicht bestimmt;7;6;80;L;71101;353678;Sonstiges;01/09;31/10
572;45;Sorbus;.;.;Sorbus Art nicht bestimmt;7;4;75;L;71104;353679;Sonstiges;01/09;31/10
572;46;Sorbus;.;.;Sorbus Art nicht bestimmt;7;5;1;L;71105;353684;Sonstiges;01/09;31/10
572;47;Sorbus;.;.;Sorbus Art nicht bestimmt;6;5;1;L;71108;353689;Sonstiges;01/09;31/10
572;48;Sorbus;.;.;Sorbus Art nicht bestimmt;7;4;1;L;71111;353689;Sonstiges;01/09;31/10
572;55;Sorbus;.;.;Sorbus Art nicht bestimmt;6;5;1;L;71120;353710;Sonstiges;01/09;31/10
572;58;Sorbus;.;.;Sorbus Art nicht bestimmt;8;6;1;L;71124;353718;Sonstiges;01/09;31/10
572;60;Sorbus;.;.;Sorbus Art nicht bestimmt;8;6;1;L;71126;353725;Sonstiges;01/09;31/10
572;65;Sorbus;.;.;Sorbus Art nicht bestimmt;6;6;1;L;71130;353739;Sonstiges;01/09;31/10
572;063a;Sorbus;.;.;Sorbus Art nicht bestimmt;11;7;183;L;71130;353734;Sonstiges;01/09;31/10
572;43;Sorbus;.;.;Sorbus Art nicht bestimmt;5;4;55;L;71100;353672;Sonstiges;01/09;31/10
572;62;Sorbus;.;.;Sorbus Art nicht bestimmt;6;6;1;L;71127;353731;Sonstiges;01/09;31/10
1;1;Sorbus;.;.;Sorbus Art nicht bestimmt;8;10;150;L;72276;352022;Sonstiges;01/09;31/10
1;24;Sorbus;.;.;Sorbus Art nicht bestimmt;8;8;155;L;72312;352124;Sonstiges;01/09;31/10
1;30;Sorbus;.;.;Sorbus Art nicht bestimmt;5;6;83;L;72278;352146;Sonstiges;01/09;31/10
557;6;Sorbus;.;.;Sorbus Art nicht bestimmt;5;3;30;L;71209;353708;Sonstiges;01/09;31/10
99;25;Sorbus;.;.;Sorbus Art nicht bestimmt;7;6;93;L;71391;354107;Sonstiges;01/09;31/10
99;57;Sorbus;.;.;Sorbus Art nicht bestimmt;6;6;90;L;71404;354092;Sonstiges;01/09;31/10
99;56;Sorbus;.;.;Sorbus Art nicht bestimmt;6;4;80;L;71407;354092;Sonstiges;01/09;31/10
572;57;Sorbus;.;.;Sorbus Art nicht bestimmt;11;7;90;L;71124;353714;Sonstiges;01/09;31/10
717;109;Sorbus;.;.;Sorbus Art nicht bestimmt;4;2;20;L;70682;350620;Sonstiges;01/09;31/10
717;110;Sorbus;.;.;Sorbus Art nicht bestimmt;10;5;140;L;70690;350618;Sonstiges;01/09;31/10
12;4;Sorbus;.;.;Sorbus Art nicht bestimmt;5;4;220;L;72641;355677;Sonstiges;01/09;31/10
365;15;Sorbus;.;.;Sorbus Art nicht bestimmt;2;1;7;L;73054;351299;Sonstiges;01/09;31/10
365;22;Sorbus;.;.;Sorbus Art nicht bestimmt;5;4;32;L;73012;351282;Sonstiges;01/09;31/10
717;117;Sorbus;.;.;Sorbus Art nicht bestimmt;10;3;80;L;70732;350600;Sonstiges;01/09;31/10
88;5;Sorbus;aria;Magnifica;Großblättrige Mehlbeere;12;10;165;L;71581;352868;Sonstiges;01/09;31/10
371;16;Prunus;avium;;Vogelkirsche;25;16;210;L;71493;351688;Kirsche;01/07;31/07
219;094a;Prunus;avium;;Vogelkirsche;6;3;40;L;72625;346280;Kirsche;01/07;31/07
1160;16;Prunus;avium;;Vogelkirsche;6;5;63;L;73216;350572;Kirsche;01/07;31/07
1070;138;Prunus;avium;;Vogelkirsche;16;4;80;L;70496;351321;Kirsche;01/07;31/07
16;008a;Prunus;avium;;Vogelkirsche;9;10;40;L;73531;355362;Kirsche;01/07;31/07
649;16;Prunus;avium;;Vogelkirsche;6;2;38;L;72099;355808;Kirsche;01/07;31/07
515;1;Prunus;avium;;Vogelkirsche;13;12;220;L;68579;352524;Kirsche;01/07;31/07
59;10;Prunus;avium;;Vogelkirsche;2;1;10;L;71260;352416;Kirsche;01/07;31/07
65;600;Prunus;avium;;Vogelkirsche;14;5;65;L;71590;353427;Kirsche;01/07;31/07
65;245;Prunus;avium;;Vogelkirsche;6;2;27;L;71266;352884;Kirsche;01/07;31/07
487;33;Prunus;avium;;Vogelkirsche;20;10;130;L;70049;351969;Kirsche;01/07;31/07
1060;605;Prunus;avium;;Vogelkirsche;6;4;37;L;71516;348281;Kirsche;01/07;31/07
1060;606;Prunus;avium;;Vogelkirsche;6;4;38;L;71510;348281;Kirsche;01/07;31/07
1060;607;Prunus;avium;;Vogelkirsche;6;4;37;L;71512;348285;Kirsche;01/07;31/07
543;20;Prunus;avium;;Vogelkirsche;5;1;20;L;70066;352659;Kirsche;01/07;31/07
297;5;Prunus;avium;;Vogelkirsche;8;3;53;L;72223;345928;Kirsche;01/07;31/07
305;14;Prunus;avium;;Vogelkirsche;9;10;190;L;72568;346158;Kirsche;01/07;31/07
1100;202;Prunus;avium;;Vogelkirsche;7;25;110;L;69953;351351;Kirsche;01/07;31/07
245;182;Prunus;avium;;Vogelkirsche;1;1;80;L;73397;346374;Kirsche;01/07;31/07
628;16;Prunus;avium;;Vogelkirsche;13;8;105;L;71861;355639;Kirsche;01/07;31/07
717;112;Prunus;avium;;Vogelkirsche;10;4;80;L;70708;350614;Kirsche;01/07;31/07
554;1;Prunus;avium;;Vogelkirsche;11;12;260;L;70251;354021;Kirsche;01/07;31/07
572;71;Prunus;avium;;Vogelkirsche;10;6;110;L;71121;353758;Kirsche;01/07;31/07
893;7;Prunus;avium;;Vogelkirsche;15;13;165;L;71789;355426;Kirsche;01/07;31/07
685;23;Prunus;avium;;Vogelkirsche;8;7;55;L;72095;355540;Kirsche;01/07;31/07
685;24;Prunus;avium;;Vogelkirsche;6;6;50;L;72089;355535;Kirsche;01/07;31/07
684;4;Prunus;avium;;Vogelkirsche;14;12;155;L;72050;355846;Kirsche;01/07;31/07
622;6;Prunus;avium;;Vogelkirsche;13;11;135;L;72423;355035;Kirsche;01/07;31/07
693;6;Prunus;avium;;Vogelkirsche;19;12;1;L;71297;356736;Kirsche;01/07;31/07
840;17;Prunus;avium;;Vogelkirsche;6;4;52;L;72943;355522;Kirsche;01/07;31/07
1070;190;Prunus;avium;;Vogelkirsche;24;13;182;L;70453;351368;Kirsche;01/07;31/07
142;9;Prunus;avium;;Vogelkirsche;4;1;20;L;70301;349229;Kirsche;01/07;31/07
1060;106;Prunus;avium;;Vogelkirsche;6;2;25;L;71426;348865;Kirsche;01/07;31/07
1060;114;Prunus;avium;;Vogelkirsche;5;2;30;L;71427;348846;Kirsche;01/07;31/07
1060;115;Prunus;avium;;Vogelkirsche;5;2;30;L;71434;348838;Kirsche;01/07;31/07
1060;116;Prunus;avium;;Vogelkirsche;6;3;50;L;71427;348837;Kirsche;01/07;31/07
138;3;Prunus;avium;;Vogelkirsche;10;8;140;L;71593;349301;Kirsche;01/07;31/07
1060;580;Prunus;avium;;Vogelkirsche;6;2;30;L;71562;348140;Kirsche;01/07;31/07
1060;587;Prunus;avium;;Vogelkirsche;5;3;24;L;71544;348185;Kirsche;01/07;31/07
92;013a;Prunus;avium;;Vogelkirsche;6;12;68;L;72569;353081;Kirsche;01/07;31/07
92;017a;Prunus;avium;;Vogelkirsche;8;6;50;L;72567;353056;Kirsche;01/07;31/07
92;018a;Prunus;avium;;Vogelkirsche;13;5;46;L;72572;353050;Kirsche;01/07;31/07
92;027a;Prunus;avium;;Vogelkirsche;20;18;280;L;72582;353052;Kirsche;01/07;31/07
92;028a;Prunus;avium;;Vogelkirsche;9;4;35;L;72576;353047;Kirsche;01/07;31/07
92;035a;Prunus;avium;;Vogelkirsche;10;5;68;L;72577;353020;Kirsche;01/07;31/07
92;036a;Prunus;avium;;Vogelkirsche;10;7;25;L;72579;353015;Kirsche;01/07;31/07
92;037a;Prunus;avium;;Vogelkirsche;10;7;35;L;72584;353012;Kirsche;01/07;31/07
92;039a;Prunus;avium;;Vogelkirsche;6;3;29;L;72591;353016;Kirsche;01/07;31/07
1060;599;Prunus;avium;;Vogelkirsche;6;3;32;L;71520;348251;Kirsche;01/07;31/07
1060;600;Prunus;avium;;Vogelkirsche;7;4;37;L;71521;348261;Kirsche;01/07;31/07
1060;608;Prunus;avium;;Vogelkirsche;6;4;36;L;71503;348289;Kirsche;01/07;31/07
143;43;Prunus;avium;;Vogelkirsche;3;1;130;L;70356;348070;Kirsche;01/07;31/07
92;010a;Prunus;avium;;Vogelkirsche;16;7;98;L;72582;353086;Kirsche;01/07;31/07
92;015a;Prunus;avium;;Vogelkirsche;12;8;63;L;72563;353056;Kirsche;01/07;31/07
1073;003a;Prunus;avium;;Vogelkirsche;18;5;127;L;70540;351298;Kirsche;01/07;31/07
1060;601;Prunus;avium;;Vogelkirsche;7;4;31;L;71517;348258;Kirsche;01/07;31/07
649;2;Prunus;avium;;Vogelkirsche;15;6;146;L;72087;355786;Kirsche;01/07;31/07
649;9;Prunus;avium;;Vogelkirsche;17;5;92;L;72091;355798;Kirsche;01/07;31/07
1060;604;Prunus;avium;;Vogelkirsche;6;4;38;L;71512;348276;Kirsche;01/07;31/07
319;82;Prunus;avium;;Vogelkirsche;14;9;100;L;71604;352342;Kirsche;01/07;31/07
1149;6;Prunus;avium;;Vogelkirsche;8;7;186;L;72383;350157;Kirsche;01/07;31/07
1149;8;Prunus;avium;;Vogelkirsche;7;6;105;L;72399;350157;Kirsche;01/07;31/07
1149;16;Prunus;avium;;Vogelkirsche;80;1;7;L;72374;350141;Kirsche;01/07;31/07
1149;43;Prunus;avium;;Vogelkirsche;13;9;95;L;72371;350102;Kirsche;01/07;31/07
1035;64;Prunus;avium;;Vogelkirsche;14;7;90;L;70829;355813;Kirsche;01/07;31/07
1149;25;Prunus;avium;;Vogelkirsche;6;7;58;L;72411;350115;Kirsche;01/07;31/07
1035;65;Prunus;avium;;Vogelkirsche;8;5;50;L;70828;355805;Kirsche;01/07;31/07
1035;66;Prunus;avium;;Vogelkirsche;9;5;74;L;70825;355804;Kirsche;01/07;31/07
1035;73;Prunus;avium;;Vogelkirsche;10;5;50;L;70819;355808;Kirsche;01/07;31/07
1035;74;Prunus;avium;;Vogelkirsche;10;5;40;L;70817;355811;Kirsche;01/07;31/07
1035;76;Prunus;avium;;Vogelkirsche;9;5;34;L;70819;355817;Kirsche;01/07;31/07
245;220;Prunus;avium;;Vogelkirsche;7;3;45;L;73331;346384;Kirsche;01/07;31/07
774;015a;Prunus;avium;;Vogelkirsche;8;5;66;L;72039;350373;Kirsche;01/07;31/07
242;5;Prunus;avium;;Vogelkirsche;13;9;157;L;73121;346663;Kirsche;01/07;31/07
726;10;Prunus;avium;;Vogelkirsche;6;5;57;L;71956;351059;Kirsche;01/07;31/07
552;1;Prunus;avium;;Vogelkirsche;7;5;56;L;68694;354725;Kirsche;01/07;31/07
365;19;Prunus;avium;;Vogelkirsche;5;4;53;L;73045;351285;Kirsche;01/07;31/07
365;21;Prunus;avium;;Vogelkirsche;7;8;94;L;73012;351282;Kirsche;01/07;31/07
365;20;Prunus;avium;;Vogelkirsche;5;4;52;L;73045;351285;Kirsche;01/07;31/07
311;3;Prunus;avium;;Vogelkirsche;12;4;112;L;72363;351879;Kirsche;01/07;31/07
1;214;Cornus;mas;.;Kornelkirsche;5;4;58;L;71917;352036;Kirsche;01/08;30/09
754;102;Cornus;mas;.;Kornelkirsche;5;3;100;L;71208;351177;Kirsche;01/08;30/09
